param_type,width_multiplier,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_3,8,0,0.19917448,0.12586747,0.54608667,0.31361127,0.1691285,0.089674376
muP_3,8,1,0.22725591,0.12237318,0.4555675,0.2874978,0.17292672,0.05804407
muP_3,8,2,0.16718994,0.09193284,0.39498678,0.2046562,0.11524026,0.051374756
muP_3,16,0,0.19540912,0.08411947,0.4136972,0.23219086,0.13894781,0.066959
muP_3,16,1,0.22838888,0.102636464,0.4499621,0.30185714,0.16319486,0.040502355
muP_3,16,2,0.21534508,0.089742556,0.47163215,0.26745716,0.15503377,0.035734106
muP_3,32,0,0.23749872,0.05017098,0.36922947,0.22804528,0.13836375,0.029552696
muP_3,32,1,0.21820164,0.059111446,0.34806812,0.22255021,0.13578027,0.0353633
muP_3,32,2,0.21126603,0.061165962,0.3755275,0.23670386,0.1676336,0.020862628
muP_3,64,0,0.2545929,0.048185088,0.36071008,0.23087153,0.1535059,0.026590504
muP_3,64,1,0.22314854,0.058810744,0.3997618,0.2536115,0.14481813,0.023468984
muP_3,64,2,0.24788545,0.051332943,0.40330896,0.25376996,0.1643986,0.037456207
muP_3,128,0,0.27639735,0.03824557,0.3755493,0.23506609,0.16170141,0.016237646
muP_3,128,1,0.27079698,0.0382574,0.37528363,0.23072682,0.14144577,0.026872585
muP_3,128,2,0.2737802,0.03603097,0.38268378,0.24550451,0.16474429,0.022032164
muP_3,256,0,0.2763321,0.025604257,0.355615,0.22141318,0.15114167,0.01683138
muP_3,256,1,0.28776175,0.025681468,0.36115438,0.22417432,0.15090103,0.0258632
muP_3,256,2,0.27899304,0.027166743,0.36501345,0.23362708,0.17127886,0.011666323
muP_3,512,0,0.2798534,0.015257815,0.336901,0.20916225,0.1536104,0.006414439
muP_3,512,1,0.29477903,0.0176617,0.3582488,0.22109392,0.15292056,0.0068412935
muP_3,512,2,0.28919637,0.016759029,0.34927547,0.2179119,0.16262631,0.009250259
standard,1,0,0.20519497,0.13761169,0.34758213,0.17161717,0.13320988,0.13965742
standard,1,1,0.33334008,0.038960908,0.3297955,0.19559059,0.11654909,0.18276553
standard,1,2,0.35552552,0.008561667,0.2009938,0.09477222,0.07232675,0.12877761
standard,2,0,0.24976113,0.11987939,0.38251483,0.14717802,0.07076905,0.2193187
standard,2,1,0.2378154,0.11643295,0.42078918,0.23918179,0.120742865,0.22300945
standard,2,2,0.20453474,0.11351448,0.4133663,0.22635524,0.13065025,0.21795852
standard,4,0,0.17627138,0.10959554,0.35173595,0.19381921,0.09663681,0.12977868
standard,4,1,0.20124897,0.0793661,0.25691456,0.13616678,0.08246995,0.07230703
standard,4,2,0.18929367,0.1154045,0.35641474,0.18177515,0.08642624,0.057155434
standard,8,0,0.15601172,0.11172544,0.41669998,0.22901252,0.10256642,0.07004733
standard,8,1,0.20214508,0.09197731,0.3185805,0.1749806,0.100026816,0.049250945
standard,8,2,0.16636258,0.08717905,0.36298633,0.16890828,0.08220665,0.08679515
standard,16,0,0.14978491,0.061246965,0.27829835,0.14276516,0.061866123,0.079126075
standard,16,1,0.16232574,0.07319282,0.30941376,0.17139722,0.07914008,0.05242025
standard,16,2,0.1662707,0.0674628,0.31069973,0.14840111,0.065632,0.04867159
standard,32,0,0.15264222,0.038837355,0.22169821,0.113284945,0.05596596,0.0542042
standard,32,1,0.14981662,0.034999296,0.21329986,0.105934426,0.058855284,0.034246832
standard,32,2,0.13893166,0.03897373,0.21025887,0.11052228,0.06768623,0.029835545
standard,64,0,0.14938,0.033008005,0.18670364,0.09153271,0.0593611,0.02316267
standard,64,1,0.13194688,0.03523572,0.22482516,0.11403763,0.051523253,0.023629263
standard,64,2,0.14667371,0.029060468,0.20869116,0.100750744,0.059549,0.039832775
standard,128,0,0.12143421,0.020999556,0.16474892,0.08058176,0.042829968,0.036536064
standard,128,1,0.12784074,0.021620588,0.1732387,0.07799626,0.035313807,0.044977956
standard,128,2,0.12913235,0.020360118,0.17618981,0.087909825,0.046653178,0.033170983
standard,256,0,0.09596032,0.011301727,0.124992535,0.05643648,0.029103603,0.024619078
standard,256,1,0.1022705,0.0114344945,0.13728103,0.06069062,0.031127837,0.03164853
standard,256,2,0.10402121,0.0115560405,0.13696833,0.06338945,0.0332145,0.016095424
standard,512,0,0.07389153,0.006722209,0.10446676,0.044573966,0.022596639,0.07329033
standard,512,1,0.07454241,0.006012434,0.105412036,0.044409715,0.023090653,0.018220313
standard,512,2,0.07435772,0.006192069,0.10532825,0.044054996,0.022971297,0.05491167
