param_type,width_multiplier,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_3,8,0,0.19904733,0.12576018,0.54468673,0.31291023,0.1701797,0.097751416
muP_3,8,1,0.227333,0.1222495,0.45594814,0.28774902,0.172652,0.052119836
muP_3,8,2,0.16721301,0.09194569,0.3950181,0.20467107,0.11526852,0.051387988
muP_3,16,0,0.19540912,0.08411947,0.4136972,0.23219086,0.13894781,0.066959
muP_3,16,1,0.22838888,0.102636464,0.4499621,0.30185714,0.16319486,0.040502355
muP_3,16,2,0.21534508,0.089742556,0.47163215,0.26745716,0.15503377,0.035734106
muP_3,32,0,0.2373945,0.05012015,0.36903578,0.22790731,0.1384755,0.028382197
muP_3,32,1,0.21829797,0.05914314,0.3481925,0.2226513,0.13587657,0.03584611
muP_3,32,2,0.21124688,0.061119832,0.37534118,0.23655635,0.16757263,0.021857655
muP_3,64,0,0.25457364,0.04814485,0.36045793,0.23066331,0.15365143,0.02232007
muP_3,64,1,0.22294675,0.058762275,0.39936832,0.25333557,0.14460814,0.021582196
muP_3,64,2,0.24783687,0.051301267,0.4031319,0.25361925,0.16423762,0.03872807
muP_3,128,0,0.27639735,0.03824557,0.3755493,0.23506609,0.16170146,0.016237604
muP_3,128,1,0.27079698,0.0382574,0.37528363,0.23072682,0.1414458,0.026872633
muP_3,128,2,0.2737802,0.03603097,0.38268378,0.24550451,0.1647443,0.022032255
muP_3,256,0,0.2764233,0.025549755,0.35559916,0.22143589,0.1510803,0.013863427
muP_3,256,1,0.28776044,0.025693825,0.3612007,0.22420913,0.15097184,0.02851859
muP_3,256,2,0.27897486,0.027175875,0.36519608,0.2337354,0.17134118,0.012605048
muP_3,512,0,0.2798534,0.015257815,0.336901,0.20916225,0.1536104,0.006414439
muP_3,512,1,0.29477903,0.0176617,0.3582488,0.22109392,0.15292056,0.0068412935
muP_3,512,2,0.28919637,0.016759029,0.34927547,0.2179119,0.16262631,0.009250259
standard,1,0,0.20519497,0.13761169,0.34758213,0.17161717,0.13320988,0.13965742
standard,1,1,0.33334008,0.038960908,0.3297955,0.19559059,0.11654909,0.18276553
standard,1,2,0.35552552,0.008561667,0.2009938,0.09477222,0.07232675,0.12877761
standard,2,0,0.24976113,0.11987939,0.38251483,0.14717802,0.07076905,0.2193187
standard,2,1,0.2378154,0.11643295,0.42078918,0.23918179,0.120742865,0.22300945
standard,2,2,0.20453474,0.11351448,0.4133663,0.22635524,0.13065025,0.21795852
standard,4,0,0.17622256,0.109596014,0.35167074,0.19379444,0.09670811,0.1310489
standard,4,1,0.20126617,0.0793493,0.25692725,0.13619667,0.082607046,0.07410487
standard,4,2,0.18929611,0.11542393,0.35649395,0.18181852,0.08644407,0.05670609
standard,8,0,0.15602182,0.11169145,0.41647324,0.22887476,0.1024536,0.06931257
standard,8,1,0.20219104,0.0920256,0.31838867,0.17488848,0.100062616,0.05095964
standard,8,2,0.16641214,0.087194175,0.36298975,0.16890743,0.08219835,0.08750856
standard,16,0,0.14978491,0.061246965,0.27829835,0.14276516,0.061866123,0.079126075
standard,16,1,0.16232574,0.07319282,0.30941376,0.17139722,0.07914008,0.05242025
standard,16,2,0.1662707,0.0674628,0.31069973,0.14840111,0.065632,0.04867159
standard,32,0,0.15266423,0.03888217,0.22179626,0.113365516,0.055979874,0.054915227
standard,32,1,0.14982723,0.034990728,0.21328804,0.10592888,0.0588542,0.0345801
standard,32,2,0.13901524,0.03911665,0.21051072,0.11065255,0.067745805,0.03780891
standard,64,0,0.149165,0.032926522,0.18624832,0.09130752,0.059276547,0.019432249
standard,64,1,0.13187163,0.035197865,0.22460604,0.11389922,0.051471595,0.020876251
standard,64,2,0.14665668,0.02902839,0.20847192,0.10061115,0.059488494,0.04010382
standard,128,0,0.12143421,0.020999556,0.16474892,0.08058176,0.04282998,0.036535654
standard,128,1,0.12784074,0.021620588,0.1732387,0.07799626,0.035313815,0.044977944
standard,128,2,0.12913235,0.020360118,0.17618981,0.087909825,0.04665319,0.03317104
standard,256,0,0.09595862,0.011328792,0.12506062,0.056462515,0.029109512,0.025211403
standard,256,1,0.10231408,0.011457399,0.13743487,0.060753793,0.031131007,0.02847015
standard,256,2,0.10419957,0.011604985,0.13735637,0.063602634,0.033303507,0.019864129
standard,512,0,0.07389153,0.006722209,0.10446676,0.044573966,0.022596639,0.07329033
standard,512,1,0.07454241,0.006012434,0.105412036,0.044409715,0.023090653,0.018220313
standard,512,2,0.07435772,0.006192069,0.10532825,0.044054996,0.022971297,0.05491167
